Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Balance Units,Total Cost (ZAR),Balance Value (ZAR),Fee (ZAR),Proceeds (ZAR),Profit (ZAR),Unit Cost (ZAR)
FY2021,c1d43d7a,2021-01-06 12:57:12,"Bought BTC 0.00183333 for ZAR 1,000.00",in_buy,in_buy_560601209262e6,0.00183333,0.00183333,1000,999.999999999999999999938571,0,0,0,545455.5371918858034287
FY2021,f789f9f9,2021-01-06 14:19:35,"Bought BTC 0.00544921 for ZAR 3,000.00",in_buy,in_buy_f318fa082e39cf,0.00544921,0.00728254,3000,4009.318781988581831128140306,0,0,0,550538.5184274417759639
FY2021,e97af95a,2021-01-11 18:02:24,"Bought 0.002 BTC/ZAR @ 500,000",in_buy,in_buy_a1c32a06ad7c06,0.002,0.00928254,1000,4641.27,0,0,0,500000
FY2021,4a781f35,2021-01-11 21:18:58,"Bought 0.000625 BTC/ZAR @ 480,000",in_buy,in_buy_a8b1a67b8340bf,0.000625,0.00990754,300,4755.6192,0,0,0,480000
FY2021,be33830c,2021-01-11 22:17:25,"Bought 0.000638 BTC/ZAR @ 470,000",in_buy,in_buy_0283a36eb92eb3,0.000638,0.01054554,299.86,4956.4038,0,0,0,470000
FY2021,8d095a36,2021-01-11 22:20:22,"Bought 0.00086 BTC/ZAR @ 465,000",in_buy,in_buy_63987fc55ebf41,0.00086,0.01140554,399.9,5303.5761,0,0,0,465000
FY2021,74d12024,2021-01-14 09:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",out_sell,in_buy_560601209262e6,-0.00183333,0.00957221,0,5221.214947663541206438236427,0,1099.998,99.998000000000000000061429,545455.5371918858034287
FY2021,74d12024,2021-01-14 09:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",out_sell,in_buy_f318fa082e39cf,-0.00066667,0.00890554,0,4902.842797396319833517550006,0,400.002,32.974485919977391218146787,550538.5184274417759639
FY2021,23820644,2021-01-14 16:17:50,"Sold 0.002032 BTC/ZAR @ 615,000",out_sell,in_buy_f318fa082e39cf,-0.002032,0.00687354,0,3784.148527951758144758905206,0,1249.68,130.9857305554383112413552,550538.5184274417759639
FY2021,7e55cacd,2021-01-15 18:04:12,"Bought 0.004545 BTC/ZAR @ 550,000",in_buy,in_buy_89d50e9225c8d3,0.004545,0.01141854,2499.75,6280.197,0,0,0,550000
FY2021,d1e5e1e2,2021-01-20 06:00:18,"Bought 0.00909 BTC/ZAR @ 550,000",in_buy,in_buy_86067ed12c701f,0.00909,0.02050854,4999.5,11279.697,0,0,0,550000
FY2021,3dc5dc9d,2021-01-20 11:39:46,"Bought 0.003703 BTC/ZAR @ 540,000",in_buy,in_buy_050b6bbabdaa03,0.003703,0.02421154,1999.62,13074.2316,0,0,0,540000
FY2021,08555a01,2021-01-20 12:06:19,"Bought 0.002803 BTC/ZAR @ 535,000",in_buy,in_buy_28509dd39a1100,0.002803,0.02701454,1499.6,14452.730711380663574741429512,0,0,0,534998.2161969318587228
FY2021,d36ee76a,2021-01-20 12:07:44,"Bought 0.004716 BTC/ZAR @ 530,000",in_buy,in_buy_4bd45d1d2bd542,0.004716,0.03173054,2499.48,16817.1862,0,0,0,530000
FY2021,a97d1ceb,2021-01-21 10:39:28,"Bought 0.004761 BTC/ZAR @ 525,000",in_buy,in_buy_8d9c227cfaa482,0.004761,0.03649154,2499.52,19158.020176601554295316789918,0,0,0,524998.9498004620877967
FY2021,a2d39898,2021-01-21 10:58:22,"Bought 0.001923 BTC/ZAR @ 520,000",in_buy,in_buy_1ae1292523cba0,0.001923,0.03841454,999.96,19975.5608,0,0,0,520000
FY2021,8b0684da,2021-01-21 11:00:12,"Bought 0.001942 BTC/ZAR @ 515,000",in_buy,in_buy_0e177eeaa38c66,0.001942,0.04035654,1000.13,20783.6181,0,0,0,515000
FY2021,9549ea93,2021-01-21 11:13:10,"Bought 0.002941 BTC/ZAR @ 510,000",in_buy,in_buy_28499c53394cf5,0.002941,0.04329754,1499.91,22081.7454,0,0,0,510000
FY2021,cf73717d,2021-01-21 11:36:07,"Bought 0.003 BTC/ZAR @ 500,000",in_buy,in_buy_39da2f83b75dc3,0.003,0.04629754,1500,23148.77,0,0,0,500000
FY2021,701b13e6,2021-01-21 11:36:08,"Bought 0.006 BTC/ZAR @ 500,000",in_buy,in_buy_98f8997659b49d,0.006,0.05229754,3000,26148.77,0,0,0,500000
FY2021,8e1350f3,2021-01-21 13:29:56,"Bought 0.00998 BTC/ZAR @ 501,000",in_buy,in_buy_c570be5cb18bd0,0.00998,0.06227754,4999.98,31201.04754,0,0,0,501000
FY2021,91806478,2021-01-21 14:06:58,"Bought 0.008146 BTC/ZAR @ 491,000",in_buy,in_buy_41b785d7f19e3c,0.008146,0.07042354,3999.68,34577.906268990915786891030964,0,0,0,490999.2634421802111466
FY2021,579c2157,2021-01-21 14:15:11,"Bought 0.008316 BTC/ZAR @ 481,000",in_buy,in_buy_5cc3e9374b6566,0.008316,0.07873954,3999.99,37873.66192936507936507942189,0,0,0,480999.2784992784992785
FY2021,cbfadebe,2021-01-22 00:01:28,"Bought 0.014517 BTC/ZAR @ 481,000",in_buy,in_buy_211345d4a1401c,0.014517,0.09325654,6982.67,44856.350772322105118140633062,0,0,0,480999.5178067093752153
FY2021,96b1c5a2,2021-01-22 00:27:27,"Bought 0.008492 BTC/ZAR @ 471,000",in_buy,in_buy_65b09a0f4817dc,0.008492,0.10174854,3999.73,47923.538376613283089970531238,0,0,0,470999.7644842204427697
FY2021,dd1f1f27,2021-01-22 02:27:15,"Bought 0.008676 BTC/ZAR @ 461,000",in_buy,in_buy_7b7a74b62d2b28,0.008676,0.11042454,3999.63,50905.636574481327800834487996,0,0,0,460999.3084370677731674
FY2021,030647e5,2021-01-22 03:17:55,"Bought 0.008869 BTC/ZAR @ 451,000",in_buy,in_buy_8771635c6c46a4,0.008869,0.11929354,3999.91,53801.265484428909685426890678,0,0,0,450998.9852294508963807
FY2021,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_f318fa082e39cf,-0.00275054,0.116543,0,64161.4105530893468961607977,0,1444.031895438105025393,-70.246321037310677066745506,550538.5184274417759639
FY2021,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_a1c32a06ad7c06,-0.002,0.114543,0,57271.5,0,1049.998833274997076625,49.998833274997076625,500000
FY2021,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_a8b1a67b8340bf,-0.000625,0.113918,0,54680.64,0,328.124635398436670816,28.124635398436670816,480000
FY2021,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_0283a36eb92eb3,-0.000638,0.11328,0,53241.6,0,334.949627814723898702,35.089627814723898702,470000
FY2021,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_63987fc55ebf41,-0.00086,0.11242,0,52275.3,0,451.499498308248855443,51.599498308248855443,465000
FY2021,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_89d50e9225c8d3,-0.00169746,0.11072254,0,60897.397,0,891.165509765488473021,-42.437490234511526979,550000
FY2021,ec7cb507,2021-01-25 14:44:08,"Sold 0.008506 BTC/ZAR @ 529,000",out_sell,in_buy_89d50e9225c8d3,-0.00284754,0.107875,0,59331.25,0,1506.347320926404679912,-59.799679073595320088,550000
FY2021,ec7cb507,2021-01-25 14:44:08,"Sold 0.008506 BTC/ZAR @ 529,000",out_sell,in_buy_86067ed12c701f,-0.00565846,0.10221654,0,56219.097,0,2993.322679073595320088,-118.830320926404679912,550000
FY2021,095777cb,2021-01-25 14:48:33,"Sold 0.000789 BTC/ZAR @ 539,000",out_sell,in_buy_86067ed12c701f,-0.000789,0.10142754,0,55785.147,0,425.27,-8.68,550000
FY2021,9862b2dd,2021-01-25 14:48:35,"Sold 0.007559 BTC/ZAR @ 539,000",out_sell,in_buy_86067ed12c701f,-0.00264254,0.098785,0,54331.75,0,1424.32871041142991108,-29.06828958857008892,550000
FY2021,9862b2dd,2021-01-25 14:48:35,"Sold 0.007559 BTC/ZAR @ 539,000",out_sell,in_buy_050b6bbabdaa03,-0.003703,0.095082,0,51344.28,0,1995.91651012038628338,-3.70348987961371662,540000
FY2021,9862b2dd,2021-01-25 14:48:35,"Sold 0.007559 BTC/ZAR @ 539,000",out_sell,in_buy_28509dd39a1100,-0.00121346,0.09386854,0,50219.501457010346057795500712,0,654.05477946818380554,4.855844041854872254231112,534998.2161969318587228
FY2021,a924a2f1,2021-01-26 14:51:16,"Bought 0.00998 BTC/ZAR @ 501,000",in_buy,in_buy_422d30af32d36d,0.00998,0.10384854,4999.98,52028.11854,0,0,0,501000
FY2021,7d9c3c56,2021-01-27 10:50:54,"Bought 0.001989 BTC/ZAR @ 493,500",in_buy,in_buy_f1e69058746bf4,0.001989,0.10583754,981.57,52230.746172850678733029886304,0,0,0,493499.2458521870286576
FY2021,e410a5ed,2021-01-27 10:51:05,"Bought 0.010011 BTC/ZAR @ 493,500",in_buy,in_buy_dcd99c42d80170,0.010011,0.11584854,4940.42,57171.156126940365597844408926,0,0,0,493499.1509339726301069
FY2021,83955adc,2021-01-27 13:55:20,"Bought 0.012 BTC/ZAR @ 488,565",in_buy,in_buy_cdca06160220e9,0.012,0.12784854,5862.78,62462.3219451,0,0,0,488565
FY2021,890f92c9,2021-01-27 13:55:22,"Bought 0.001 BTC/ZAR @ 488,565",in_buy,in_buy_835f137f292993,0.001,0.12884854,488.56,62950.2427024,0,0,0,488560
FY2021,bce696a4,2021-01-27 14:16:09,"Bought 0.01205 BTC/ZAR @ 483,679",in_buy,in_buy_9eef08cf74564f,0.01205,0.14089854,5828.33,68149.642127651452282163055048,0,0,0,483678.8381742738589212
FY2021,19c5d328,2021-01-27 14:17:16,"Bought 0.00195 BTC/ZAR @ 483,679",in_buy,in_buy_4ca0005538800c,0.00195,0.14284854,943.17,69092.542293230769230772527274,0,0,0,483676.9230769230769231
