Transactions for FY,2022
Date,Currency,Description,Trans Ref,Lot Ref,Qty Sold,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR)
2021-03-03 10:26:26,XBT,"Sold 0.001459 BTC/ZAR @ 788,875",S072,240cd3d5,-0.00145900,722000.00,1053.40,1150.96,97.56,0.00
2021-03-03 11:20:34,XBT,"Sold 0.0015 BTC/ZAR @ 795,000",S073,240cd3d5,-0.00150000,722000.00,1083.00,1192.50,109.50,0.00
2021-03-03 12:39:21,ETH,"Sold 0.05 ETH/ZAR @ 24,840",S074,ef4eca27,-0.00020066,25300.00,5.08,4.98,-0.09,0.00
2021-03-03 12:39:21,ETH,"Sold 0.05 ETH/ZAR @ 24,840",S074,cf7b915f,-0.02099100,25449.95,534.22,521.42,-12.80,0.00
2021-03-03 12:39:21,ETH,"Sold 0.05 ETH/ZAR @ 24,840",S074,9a99282c,-0.02880834,25449.91,733.17,715.60,-17.57,0.00
2021-03-06 18:03:41,ETH,"Sold 0.05 ETH/ZAR @ 25,200",S075,9a99282c,-0.01828966,25449.91,465.47,460.90,-4.57,0.00
2021-03-06 18:03:41,ETH,"Sold 0.05 ETH/ZAR @ 25,200",S075,286f6d1a,-0.03171034,25449.84,807.02,799.10,-7.92,0.00
2021-03-06 18:18:33,ETH,"Sold 0.05 ETH/ZAR @ 25,251",S076,286f6d1a,-0.00020066,25449.84,5.11,5.07,-0.04,0.00
2021-03-06 18:18:33,ETH,"Sold 0.05 ETH/ZAR @ 25,251",S076,068b3f2a,-0.04979934,25501.00,1269.93,1257.48,-12.45,0.00
2021-03-06 18:19:50,ETH,"Sold 0.05 ETH/ZAR @ 25,282",S077,068b3f2a,-0.05000000,25501.00,1275.05,1264.10,-10.95,0.00
2021-03-06 20:59:51,ETH,"Sold 0.05 ETH/ZAR @ 25,967",S078,068b3f2a,-0.00020066,25501.00,5.12,5.21,0.09,0.00
2021-03-06 20:59:51,ETH,"Sold 0.05 ETH/ZAR @ 25,967",S078,28bedb6b,-0.04979934,25425.00,1266.15,1293.14,26.99,0.00
2021-03-06 21:02:25,ETH,"Sold 0.0475 ETH/ZAR @ 26,055",S079,28bedb6b,-0.04750000,25425.00,1207.69,1237.61,29.92,0.00
2021-03-06 21:02:25,ETH,"Sold 0.0025 ETH/ZAR @ 26,056",S080,28bedb6b,-0.00250000,25425.00,63.56,65.14,1.58,0.00
2021-03-06 21:18:28,ETH,"Sold 0.10 ETH/ZAR @ 25,712",S081,28bedb6b,-0.00020066,25425.00,5.10,5.16,0.06,0.00
2021-03-06 21:18:28,ETH,"Sold 0.10 ETH/ZAR @ 25,712",S081,41dc1e26,-0.09979934,24950.00,2489.99,2566.04,76.05,0.00
2021-03-06 22:31:17,ETH,"Sold 0.10 ETH/ZAR @ 26,060",S082,41dc1e26,-0.00020066,24950.00,5.01,5.23,0.22,0.00
2021-03-06 22:31:17,ETH,"Sold 0.10 ETH/ZAR @ 26,060",S082,caa4c0f5,-0.09979934,24601.00,2455.16,2600.77,145.61,0.00
2021-03-07 00:21:47,ETH,"Sold 0.05 ETH/ZAR @ 26,300",S083,caa4c0f5,-0.00020066,24601.00,4.94,5.28,0.34,0.00
2021-03-07 00:21:47,ETH,"Sold 0.05 ETH/ZAR @ 26,300",S083,dfbf52e2,-0.04979934,25715.00,1280.59,1309.72,29.13,0.00
2021-03-07 23:40:50,ETH,"Sold 0.05 ETH/ZAR @ 26,500",S084,dfbf52e2,-0.05000000,25715.00,1285.75,1325.00,39.25,0.00
2021-03-08 05:08:47,ETH,"Sold 0.05 ETH/ZAR @ 26,700",S085,dfbf52e2,-0.00020066,25715.00,5.16,5.36,0.20,0.00
2021-03-08 05:08:47,ETH,"Sold 0.05 ETH/ZAR @ 26,700",S085,6d2fba2f,-0.03266000,29239.74,954.97,872.02,-82.95,0.00
2021-03-08 05:08:47,ETH,"Sold 0.05 ETH/ZAR @ 26,700",S085,13766b4a,-0.01713934,28949.97,496.18,457.62,-38.56,0.00
2021-03-08 05:53:17,ETH,"Sold 0.016304 ETH/ZAR @ 26,950",S086,13766b4a,-0.01630400,28949.97,472.00,439.39,-32.61,0.00
2021-03-08 05:53:22,ETH,"Sold 0.021789 ETH/ZAR @ 26,950",S087,13766b4a,-0.00109866,28949.97,31.81,29.61,-2.20,0.00
2021-03-08 05:53:22,ETH,"Sold 0.021789 ETH/ZAR @ 26,950",S087,6bec0869,-0.02069034,28659.83,592.98,557.60,-35.38,0.00
2021-03-08 05:54:04,ETH,"Sold 0.011907 ETH/ZAR @ 26,950",S088,6bec0869,-0.01190700,28659.83,341.25,320.89,-20.36,0.00
2021-03-08 09:55:26,XRP,Sold 165.00 XRP/ZAR @ 7.26,S089,ffd2f4c5,-119.00000000,8.39,998.41,863.94,-134.47,0.00
2021-03-08 09:55:26,XRP,Sold 165.00 XRP/ZAR @ 7.26,S089,97ea152c,-46.00000000,8.28,380.88,333.96,-46.92,0.00
2021-03-08 10:00:36,XRP,Sold 170.00 XRP/ZAR @ 7.48,S090,97ea152c,-74.00000000,8.28,612.72,553.52,-59.20,0.00
2021-03-08 10:00:36,XRP,Sold 170.00 XRP/ZAR @ 7.48,S090,b2970fe4,-96.00000000,8.19,786.24,718.08,-68.16,0.00
2021-03-08 11:58:11,XBT,"Sold 0.002 BTC/ZAR @ 792,000",S091,240cd3d5,-0.00200000,722000.00,1444.00,1584.00,140.00,0.00
2021-03-08 15:19:36,ETH,"Sold 0.05 ETH/ZAR @ 27,200",S092,6bec0869,-0.00229366,28659.83,65.74,62.39,-3.35,0.00
2021-03-08 15:19:36,ETH,"Sold 0.05 ETH/ZAR @ 27,200",S092,45fb9711,-0.03603400,27750.74,999.97,980.12,-19.85,0.00
2021-03-08 15:19:36,ETH,"Sold 0.05 ETH/ZAR @ 27,200",S092,01bdd2de,-0.01167234,27399.99,319.82,317.49,-2.33,0.00
2021-03-08 20:44:30,XBT,"Sold 0.015 BTC/ZAR @ 813,000",S093,240cd3d5,-0.00392954,722000.00,2837.13,3194.72,357.59,0.00
2021-03-08 20:44:30,XBT,"Sold 0.015 BTC/ZAR @ 813,000",S093,e299e6f8,-0.00500000,701000.00,3505.00,4065.00,560.00,0.00
2021-03-08 20:44:30,XBT,"Sold 0.015 BTC/ZAR @ 813,000",S093,73324cd4,-0.00500000,691000.00,3455.00,4065.00,610.00,0.00
2021-03-08 20:44:30,XBT,"Sold 0.015 BTC/ZAR @ 813,000",S093,bede0364,-0.00107046,685100.00,733.37,870.28,136.91,0.00
2021-03-08 21:10:57,XBT,"Sold 0.0015 BTC/ZAR @ 812,682",S094,bede0364,-0.00150000,685100.00,1027.65,1219.02,191.37,0.00
2021-03-08 23:49:22,LTC,"Sold 0.2187 LTC/ZAR @ 2,995",S095,2541eb59,-0.00026543,1956.00,0.52,0.79,0.28,0.00
2021-03-08 23:49:22,LTC,"Sold 0.2187 LTC/ZAR @ 2,995",S095,65152012,-0.21843457,3509.97,766.70,654.21,-112.49,0.00
2021-03-08 23:50:09,LTC,"Sold 0.1813 LTC/ZAR @ 2,995",S096,65152012,-0.06646543,3509.97,233.29,199.06,-34.23,0.00
2021-03-08 23:50:09,LTC,"Sold 0.1813 LTC/ZAR @ 2,995",S096,8d3b42ab,-0.11483457,3488.97,400.65,343.93,-56.73,0.00
2021-03-09 01:29:38,XBT,"Sold 0.0015 BTC/ZAR @ 829,000",S097,bede0364,-0.00150000,685100.00,1027.65,1243.50,215.85,0.00
2021-03-09 02:26:24,LTC,"Sold 0.4877 LTC/ZAR @ 3,045",S098,8d3b42ab,-0.02846543,3488.97,99.32,86.68,-12.64,0.00
