Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR),Balance Units,Balance Value (ZAR)
2021,B000,2021-01-06 10:57:12,"Bought BTC 0.00183333 for ZAR 1,000.00",Buy,c1d43d7a,0.00183333,545455.54,1000.00,0.00,0.00,0.00,0.00183333,1000.00
2021,B001,2021-01-06 12:19:35,"Bought BTC 0.00544921 for ZAR 3,000.00",Buy,f789f9f9,0.00544921,550538.52,3000.00,0.00,0.00,0.00,0.00728254,4000.00
2021,B002,2021-01-11 16:02:24,"Bought 0.002 BTC/ZAR @ 500,000",Buy,e97af95a,0.00200000,500000.00,1000.00,0.00,0.00,0.00,0.00928254,5000.00
2021,B003,2021-01-11 19:18:58,"Bought 0.000625 BTC/ZAR @ 480,000",Buy,4a781f35,0.00062500,480000.00,300.00,0.00,0.00,0.00,0.00990754,5300.00
2021,B004,2021-01-11 20:17:25,"Bought 0.000638 BTC/ZAR @ 470,000",Buy,be33830c,0.00063800,470000.00,299.86,0.00,0.00,0.00,0.01054554,5599.86
2021,B005,2021-01-11 20:20:22,"Bought 0.00086 BTC/ZAR @ 465,000",Buy,8d095a36,0.00086000,465000.00,399.90,0.00,0.00,0.00,0.01140554,5999.76
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,c1d43d7a,-0.00183333,545455.54,1000.00,1100.00,100.00,0.00,0.00957221,4999.76
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,f789f9f9,-0.00250000,550538.52,1376.35,1500.00,123.65,0.00,0.00707221,3623.41
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,f789f9f9,-0.00250000,550538.52,1376.35,1500.00,123.65,0.00,0.00457221,2247.07
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,f789f9f9,-0.00044921,550538.52,247.31,269.53,22.22,0.00,0.00412300,1999.76
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,e97af95a,-0.00200000,500000.00,1000.00,1200.00,200.00,0.00,0.00212300,999.76
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,4a781f35,-0.00062500,480000.00,300.00,375.00,75.00,0.00,0.00149800,699.76
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,be33830c,-0.00063800,470000.00,299.86,382.80,82.94,0.00,0.00086000,399.90
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,8d095a36,-0.00086000,465000.00,399.90,516.00,116.10,0.00,0E-8,0.00
2021,S000,2021-01-14 07:11:16,"Sold 0.0025 BTC/ZAR @ 600,000",Sell,N/A,-0.00164000,0.00,0.00,984.00,984.00,0.00,-0.00164000,0.00
